,0,1,2,3,4,5
0,0.24873111610593063,0.1940585047813524,0.08624859250332619,0.36887672404047456,0.04266749486291634,0.05941756770599983
1,0.17235012197348817,0.13534108498297115,0.33499119994272164,0.03892546492771687,0.04763353856580533,0.27075858960729676
2,0.26485200558813277,0.0516762644375522,0.2744666740714204,0.22143866179970298,0.05279005693121505,0.13477633717197668
3,0.3365547652815592,0.18356989215477787,0.07284580375134955,0.1896475647669849,0.001700717657104941,0.21568125638822347
4,0.3457941145051489,0.2784380405507992,0.13245486299189965,0.1491709132684123,0.03877557821355708,0.05536649047018284
5,0.21589514600378815,0.3156053348906427,0.06870519486103141,0.18085548580092303,0.0009247975575086913,0.2180140408861062
6,0.2199168191997765,0.19567924333108552,0.08565418476554607,0.2932011665082291,0.09574959655591982,0.10979898963944323
7,0.2344400100151721,0.24556213306602206,0.009479056572802189,0.16202387725522607,0.08581621813017618,0.2626787049606015
8,0.2178506770126094,0.0251952860119707,0.21927306129335256,0.21048909620054618,0.0779608128095362,0.2492310666719848
9,0.11063711576867016,0.23310333404574154,0.2693251141426177,0.08194885366337999,0.017199885229964417,0.28778569714962615
10,0.13033448672204517,0.2710186116112014,0.23046036553690816,0.14106875230031415,0.052240371677980124,0.17487741215155092
11,0.2526468929575227,0.2842661955039021,0.009347007480646177,0.28102375446280237,0.022645778272084315,0.15007037132304238
12,0.23748920152275338,0.30598455139887515,0.20205304790089695,0.068508495957253,0.03004528359987432,0.15591941962034717
13,0.23459010282343246,0.07752268423592404,0.20851101076443965,0.08381951488462819,0.06289992137549753,0.3326567659160781
14,0.17683723081276517,0.23793642962585024,0.2722849829405998,0.10169250517899388,0.02189095478964359,0.18935789665214736
15,0.16379968014800883,0.09888951982311046,0.16486382540406028,0.3922090399701488,0.1004785087137376,0.07975942594093414
16,0.13696809933136017,0.1600776583471103,0.23037154271079513,0.3209569200970738,0.09461739551811153,0.05700838399554913
17,0.09646162517885389,0.3423386135577524,0.1270693059368182,0.1937755254915331,0.12313382758495643,0.11722110225008602
18,0.06881499116985072,0.26663560088181276,0.1296501543466654,0.2962263816115068,0.0001915419354682028,0.23848133005469624
19,0.009599511059688365,0.196443320282884,0.047221722532930374,0.3497050864584804,0.055886445660525676,0.34114391400549116
20,0.3191294013837894,0.1378425677980687,0.16923676736211743,0.08183180246817819,0.026518924491936383,0.2654405364959099
21,0.15558131183776178,0.2140696035189594,0.31359289922893996,0.27052140403947744,0.02101998673506603,0.025214794639795444
22,0.47096791403534477,0.06526397144469458,0.04787798997845081,0.018914879335468513,0.20201128817675892,0.19496395702928238
23,0.267117690856912,0.11814364931966966,0.06296379599787712,0.20523688333290557,0.18272676855329673,0.16381121193933892
24,0.10701931106000674,0.05673652441786653,0.011881823079373504,0.43555734727692913,0.08262153769820497,0.30618345646761924
25,0.22993974321156876,0.21913475271387553,0.15851205615082858,0.10398850347602621,0.09120201579924622,0.19722292864845473
26,0.23434849196090457,0.21944222735446745,0.13256617383497551,0.14189967945623977,0.03276665874451631,0.2389767686488963
27,0.33663280027836184,0.2334509053149405,0.020478371424671647,0.24048921634320353,0.0047189040099643986,0.16422980262885825
28,0.2493279096537706,0.22612412631313702,0.11223994771568893,0.22608911381545638,0.010297215803522651,0.17592168669842428
29,0.18028086225343642,0.2014781709271317,0.27619008132335915,0.10101707525020116,0.031830044235818,0.20920376601005358
30,0.24611781120276735,0.09369289813835843,0.2586837975285195,0.11863638718155922,0.0345451283457327,0.24832397760306268
31,0.17066548707667628,0.16490440539687048,0.23691373183109113,0.13276734662086984,0.05545708817879733,0.23929194089569492
32,0.2886868738474958,0.08171908191269378,0.18015771977818423,0.29421562806928586,0.03533003463258104,0.11989066175975932
33,0.2353022667851179,0.23838867932519758,0.10805657608808532,0.36767473546507534,0.009285017424671235,0.04129272491185252
34,0.19551569422009152,0.20461784688400683,0.15505384805399763,0.13433453427675135,0.07302810194086364,0.23744997462428913
35,0.20445543887414624,0.188242002154761,0.24318363079950453,0.22791193830757667,0.0064326601642010865,0.12977432969981031
36,0.012665374431548661,0.26485128123538343,0.17508085873180174,0.41310819174962377,0.028464036954448487,0.10583025689719391
37,0.15514197514987077,0.08059943173488839,0.08370465022205391,0.3712082464165585,0.08116869355010246,0.22817700292652612
38,0.2648841472770919,0.22455626554321043,0.1525000861189853,0.2593982682899185,0.01696374958358505,0.08169748318720874
39,0.036882718738546844,0.2202077723332215,0.16306466547485235,0.2626784080990591,0.030220876235683196,0.2869455591186371
40,0.11671935318230214,0.27414142704317573,0.05420675087411073,0.21228388680038957,0.04052443586210437,0.30212414623791733
41,0.14602091551591823,0.2855135211036483,0.12522526117190555,0.1507182661777402,0.04654564413095713,0.24597639189983062
42,0.17719244831373945,0.12081080051150729,0.24267801746647036,0.2357005230250688,0.025031535194727672,0.19858667548848646
43,0.02632665811581541,0.17278787068126275,0.29996228501937616,0.29257432231019265,0.06620872789823469,0.14214013597511832
44,0.28190703866817013,0.1828191008395925,0.19635304032474865,0.10450235656746958,0.0901266839484569,0.14429177965156212
45,0.08414112879275563,0.2213187909036445,0.035900288594238175,0.30858706589101775,0.10404438549835564,0.24600834031998825
46,0.16088833465029256,0.05828269803622142,0.013925556213769383,0.40777968974399353,0.05559010688556806,0.3035336144701551
47,0.30293646050785883,0.024728187409723927,0.14780151647849193,0.19030244100014465,0.10055726986756248,0.23367412473621818
